gender,age_range,city_name,state_name,country_name,user_count,subject,description,link,image_link,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10
non-binary,25-34,Baltimore,Maryland,United States,1,Home Before Dark,"Riley Sager's newest thriller follows Maggie, who's grown up famous because of her father's book about that time they lived in a haunted house. When her father dies, she returns to the house they fled and uncovers the truth about what happened there.",https://www.goodreads.com/book/show/50833559-home-before-dark?ac=1&from_search=true&qid=yT0Lb3da10&rank=1,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/60f681e6-05c9-41ac-bff4-82a0018d6afd_1630475224646_4449877c_e56f_46a6_afd1_d7691600e837.jpg,thriller,scary,mystery,horror,haunted house,haunted,,,,
female,25-34,San Diego,California,United States,1,Hot Fuzz (2007),Maybe the best slapstick comedy that has ever been made.,http://www.imdb.com/title/tt0425112/?ref_=nv_sr_1,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/2e3f11a6-5a0e-4be4-a69d-4f6244b07f8a_1630474252864_a916e15b_c680_4327_8640_27d9b8bb8ee5.jpg,hilarious,action,weird,unique,slapstick,silly,police,mystery,mysteries,movies
male,18-24,San Diego,California,United States,1,Hercules (1997),,https://m.imdb.com/title/tt0119282/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/f038166d-fa72-4cde-9d20-7279d5954472_1630478016174_8c90584e_fbc1_4979_8eb9_2d4d54192773.jpg,Throwback,Family,Animated,Movie,Kids,Hercules,1997,When i was a kid,Film,Disney
male,25-34,San Diego,California,United States,1,House M.D. (TV Series 2004–2012) - IMDb, Throwback!,https://www.imdb.com/title/tt0412142/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/55a9218d-33e5-4e92-b697-2cd7d4d9c5bd_1630475001667_daafd2f1_d04f_4273_9737_5ea68da8a157.jpg,smart ,house ,dramas,classic,tv,shows,show,md,hospital ,drama
female,18-24,San Diego,California,United States,1,JEAN MINI DRESS,Great day dress that doubles as going out wear pretty well,https://shop.cupcakesandcashmere.com/collections/spring-ahead/products/jean-mini-dress-black,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/b528d729-83ef-47ce-9651-d45dada014d1_1630476878732_e34c6884_5235_4651_937e_0f538ae0f1a9.jpg,women's fashion,women's dresses,women's dress,women's clothes,night dress,mini dress,going out,day dress,cute,clothing
male,55-64,Nashville,Tennessee,United States,1,Target : Expect More. Pay Less.,,https://www.target.com/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/a51f2c75-e353-4881-90ef-27f8bdb4d02a_1630476559240_11bf2c6a_2a98_4560_8a33_1700e4bf0430.jpg,Target,Shopping,retailer,retail,Pay,More,Less,Expect,discount,box
male,25-34,San Diego,California,United States,3,Harlowe,Swanky bar in weho. Very popping. Good vibes. ,https://www.harlowebar.com/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/e804c9d5-92c0-4890-af44-b24e3f004a36_1630477862808_5f2ce5af_175c_4f50_b482_93cc5a94f566.jpg,west hollywood,weho,swanky,party,nightlife,hollywood,going out,fun,bars,things to do
male,25-34,San Diego,California,United States,1,ZHU - Light It Up (feat. TOKiMONSTA) [Official Audio],,https://youtu.be/o3VULzakpmo?feature=shared,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/0c0cb5e5-8a79-44d7-b18e-fd5d6f517322_1694824792262_1f05cf4f_835f_4db3_823e_872ddd61e20b.jpg,Rhythmic,music,hard,edm,Deep house,chill edm,catchy beat,banger,,
male,25-34,San Diego,California,United States,1,Pleasurekraft - Live at Playgound in San Francisco - The Midway March 19,Get weird and workout to this techno gold. ,https://soundcloud.com/playgroundbrc/pleasurekraft-recorded-live-at-playgound-fundraising-event-in-san-francisco-the-midway-march-19,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/d5f12ae7-1be8-41fe-a32d-4010db3dae7c_1630477512197_4a39acb3_1636_46c4_a852_4968765018d1.jpg,Workout music,Workout,Wild,Techno,Tech,soundcloud,San,Recorded,Pleasurekraft,Playgound
male,25-34,San Diego,California,United States,4,How Tua's title-winning pass set off the wildest QB carousel ever,,https://www.espn.com/college-football/story/_/id/27455442/how-tua-title-winning-pass-set-wildest-qb-carousel-ever,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/67a13a4e-8b23-46a4-ad7c-4eebf5d3d1a3_1630475351449_1e479083_9e77_4433_b51e_e51a661a1f2d.jpg,preview,ncaaf,jalen hurts,College Football,quarterback transfers,Ohio State Buckeyes,wildest,West Virginia Mountaineers,Washington Huskies,Tua's
male,25-34,San Diego,California,United States,1,"Naked - Alison Wonderland, Slumberjack",Underrated dj. Lowkey banger.,https://www.youtube.com/watch?v=jiOoxS2LxCU,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/652b7e4b-023f-4fb5-bb0f-aeb090483630_1630475300680_6d93b26f_cfdc_4ff0_85b2_095b92762837.jpg,Wonderland,Slumberjack,Naked,Music,EMI,Electronic,Alison,,,
male,25-34,San Diego,California,United States,1,Alana Blanchard and Jack Freestone - YouTube,Favorite YouTuber's by far ,https://www.youtube.com/channel/UCfNAMNoNxYWk-CccrE3Qkaw,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/26d5b724-780c-49c7-8eb0-b17def017517_1630474092894_1d30008c_4413_45d2_a7a0_d82fce36bcb7.jpg,travel,family,YouTube,surf life,professional surfers,influencers,Blanchard,pro surfer,Jack,Freestone
male,18-24,San Diego,California,United States,1,System OF A Down - Mr Jack,,https://www.youtube.com/watch?v=4uUruXmq_Kc,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/5520bbd6-2bce-4413-924b-d0a2997431ec_1630474993141_10b64151_d4f0_4a12_82a0_d157518c4941.jpg,heavy metal,workout music,aggressive,rock,metal,intense,heavy,hard,workout,system of a down
female,18-24,Los Angeles,California,United States,1,"Born & Raised - Little Italy - San Diego, CA",Ultimate swanky steakhouse w/ all the perks. Gatsby style,https://www.yelp.com/biz/born-and-raised-san-diego-2,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/aa7ce3b8-e0d5-4584-bfaa-aa425b8b28b7_1630476662708_16c036d8_1342_4e09_a911_ac5c5e77923a.jpg,fancy,san diego,luxury,gatsby,formal,fine dining,date,Yelp,swanky,sushi
male,25-34,San Diego,California,United States,1,Lil Dicky - Earth (Official Music Video),I’m with Leonardo DiCaprio on this one. This may be my new favorite song.,https://www.youtube.com/watch?v=pvuN_WvF1to,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/1c60672d-13ad-43b7-90a3-00712632afd8_1630473895159_c0cc7ae2_2fc8_4541_8a9a_8dc3591763b7.jpg,Earth,ariana grande,Music,Lil Dicky,justin bieber,Funny,zac brown,We love the earth,Video,Uplifting
male,18-24,San Diego,California,United States,1,Nudie Fearless Freddie Jean,The Fall look-book includes dark denim. Roll up jeans are always cool. And Nudie makes great jeans. ,https://www.endclothing.com/us/nudie-fearless-freddie-jean-112457.html,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/fb0f5035-022b-42d1-a9de-e699fd051d02_1630478218271_16442d1f_d0a6_4cdb_af5a_0716d7b741c4.jpg,fashion,Trendy,style,Nudie,Men's,Jeans,jean,Freddie,Fearless,Fall
male,25-34,San Diego,California,United States,1,Golden Features - Do You?,Deep deep house,https://www.youtube.com/watch?v=GRvxQt13cxY,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/cd789cbb-a144-4131-90d6-39070efb867d_1630477357692_4ac10dcc_c08f_4a64_8d0c_93407244ecb2.jpg,Wicked,weird,sick drop,sheesh,music,house,hard,grime,golden features,filthy
male,25-34,Boardman,Oregon,United States,1,Sapiens: A Brief History of Humankind by Noah Yuval,It's not just hype! This is such an enjoyable and informative book. \n\nMust read for anyone interested in human history and how it shapes our lives and communities today.,https://www.amazon.com/Sapiens-Humankind-Yuval-Noah-Harari/dp/0062316095,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/c88c60e0-0032-4d36-b7bd-aa476efcfa0d_1630477266734_26a7fd1d_d6ce_4690_8f12_3d8f37b7cf87.jpg,United States,science,sapiens,reading,non-fiction,informative,humankind,human,history,good read
female,18-24,Goodyear,Arizona,United States,1,Nightcrawler (2014),"A very intense, very dark, and very good film about the dark under belly of journalism. ",http://www.imdb.com/title/tt2872718/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/17c999d1-393b-43fb-9cbf-cf909c222a16_1630473811224_00a93ba6_6934_4f81_9cf5_e85474131662.jpg,movies,intense,film,dark,crime,thriller,suspense,police,nightcrawler,mystery
male,25-34,San Diego,California,United States,2,Awareness: The Perils and Opportunities of Reality by Anthony De Mello,One of the most moving books I've ever read. De Mello frames the world as one in which happiness becomes our default state when we learn to dismiss the infinite illusions of the world,https://www.amazon.com/dp/0385249373/ref=cm_sw_r_cp_apa_i_iC7PDb9Z56NGQ,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/d6af3a58-8168-46e0-9cd1-0c88c4ff4b56_1630477527229_fbea02c5_95cd_49b7_9d40_9939a49f45a0.jpg,success,spiritual,self help,self awareness,Reality,life manual,life,Awareness,Stroud,spirituality;inspiration;religion;awaren
male,25-34,San Diego,California,United States,2,Loma - Who Is Speaking?,Gorgeous song.,https://www.youtube.com/watch?v=Smd9dcx8E-Y,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/2c35e8c0-686a-47ae-90ce-1806055ca562_1630474213052_3b22d3bb_4822_44fe_bf6c_c7fae5219646.gif,Peaceful,Indie,Acoustic,Who Is Speaking,subpop,Soft song with girl singing,Soft,Slow,Relaxing,Music
male,18-24,San Diego,California,United States,1,Baken-Ets Chicharones Traditional Fried Pork Skins (2.5 oz) - Instacart,If you don’t know about these... hop on board. Best chip snack out there ,https://www.instacart.com/products/2790240-baken-ets-chicharones-traditional-fried-pork-skins-2-5-oz,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/ef13bb94-e4ce-4e72-9216-66677a725710_1630477998234_53bdaa1d_1779_4117_8abf_713d84c357ca.gif,pork skins,junk food,unhealthy,snacks,snack,salty,chips,Chicharones,junk,fried
female,25-34,West Roxbury,Massachusetts,United States,1,The Insane Scale of Jeff Bezos' Wealth Visualized,Crazy eye-opening video about Jeff bezos and his crazy wealth,https://youtu.be/w1zzOyksUGo,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/87368951-99eb-4779-a6d9-14786f1ac2b4_1630475983688_c92ad2d8_d77f_4be1_bb25_5813c1bed7b2.jpg,wealth,youtube,thought provoking,Money,interesting,Insightful,Educational,Capital,bezos,analysis
male,18-24,San Diego,California,United States,1,"Quality Control - Too Hotty ft. Quavo, Offset, Takeoff",Post summer hip hop has been on a lull but this is a burner.,https://www.youtube.com/watch?v=WlD-grhWz0Y,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/fcdc3a96-0421-4ee1-9b3a-6a1cc10e7f0c_1630478261773_f93c4655_fd2d_4bf9_912d_63258570538b.jpg,rap,music,workout,Too Hotty,Too,Takeoff,Scotty Too Hotty,Quavo,Quality Control Presents: Control The St,Quality Control Music
male,25-34,San Diego,California,United States,4,Zella Taryn Sport Knit Leggings ,,https://shop.nordstrom.com/s/zella-taryn-sport-knit-leggings/4514803?origin=topnav&cm_sp=Top%20Navigation-_-Women-_-Activewear,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/43c2df4f-7488-4b7e-bd18-b940d882452b_1630474675670_24dbe47e_b365_4dd1_a4ae_2b9999476494.jpg,style,Sport,Nordstrom,fashion,Zella,Women's,Taryn,nordstorm norstrom nordstroms nordstrum ,Leggings,Knit
male,25-34,San Diego,California,United States,3,ARIA - Bleu Chanel (NA-NO REMIX),White boy rap meets deep house and its bangin,https://soundcloud.com/nanoofficial1/aria-bleu-chanel-na-no-remix,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/ae273d15-27ea-4389-9a63-58b3e76a422b_1630476742660_2384a936_69e3_4490_bf0e_60c1c35140f6.jpg,Deep house,white boy rap,soundcloud,Dance,Rap,House,Bleu,white boy,REMIX,NA-NO
